preco;ano_lanc;mes_lanc;dorm;banh;garag;area_util;meses_entrega;pq_proximo;fav_proxima;met_proximo;cptm_proxima;preco_m2u
304999,7813;4;4;2;2;2;97,88999939;34;50,36806107;643,4733887;1344,093018;1480,041016;3115,73999
220999,9063;5;1;3;2;2;97,23000336;34;2190,721924;760,7098999;554,7050781;5362,129883;2272,959961
319999,8125;3;8;4;3;3;146,1499939;36;3310,345947;2160,878906;2218,346924;879,0983276;2189,530029
79000,11719;4;4;2;1;1;46,24000168;20;2773,124023;1275,636963;2675,294922;1970,614014;1708,47998
351034,3125;6;8;3;2;2;84;14;1523,490967;570,633728;462,9153137;5808,576172;4178,97998
349999,6563;4;12;3;2;3;104,4800034;24;978,8947754;999,2130127;597,0098877;4495,381836;3349,919922
240999,9063;5;12;2;1;1;62,97999954;31;1714,781006;2331,551025;1677,344971;1816,261963;3826,610107
1035001,063;3;3;4;4;5;281,6000061;16;969,6505127;1022,078979;1191,629028;1346,536011;3675,429932
95499,76563;4;7;2;2;1;61;34;3168,126953;2424,927979;1844,178955;2038,430054;1565,569946
182000,2344;4;3;3;2;2;76;24;2101,11792;456,7839966;3726,499023;903,8646851;2394,73999
236900,5781;2;4;3;3;2;115,4700012;26;1495,703003;490,7016907;4079,409912;2060,593018;2051,620117
95999,78125;7;1;2;1;1;51,97999954;12;808,977417;1635,828003;929,227478;2613,856934;1846,859985
95008,33594;4;4;2;2;1;58,97000122;18;566,4630127;301,9548035;6635,178223;3628,628906;1611,130005
72000,01563;4;12;2;1;1;51,06999969;17;2351,430908;1307,838013;720,7965088;3485,110107;1409,829956
2199998,75;8;2;4;4;4;255,1300049;11;835,0895996;2734,501953;2217,340088;2345,85791;8623,049805
300000;3;7;3;2;3;150;9;2181,836914;1132,411011;1120,152954;5983,553223;2000
217000,1719;4;9;3;2;2;122;0;2593,803955;779,3826904;2355,988037;2440,529053;1778,689941
329299,5938;4;8;4;3;2;121,0500031;35;2330,562012;2231,38501;1496,249023;1522,103027;2720,360107
158999,9531;4;4;2;2;1;67,37000275;30;2329,089111;759,8306274;515,0302734;5367,158203;2360,100098
849999,1875;5;6;4;3;4;195;15;1835,755981;158,4546967;256,9260864;2307,145996;4358,970215
726736,9375;5;6;4;3;4;176,25;1;796,6608887;2327,158936;744,1715698;2856,604004;4123,330078
1140000;3;3;4;4;4;204,1199951;30;578,7564087;3572,12207;680,6749268;3691,003906;5584,950195
104527,3984;3;9;3;2;1;66,44000244;36;152,6405945;389,1895142;7955,690918;579,3668213;1573,26001
539000,3125;7;12;4;3;2;138,6199951;29;1200,029053;698,3900146;3229,60498;4257,437988;3888,330078
70000,17969;6;7;2;1;0;38;17;360,0354919;52,89696121;2986,656006;4064,183105;1842,109985
915399,4375;2;6;4;4;4;309,2900085;35;970,3400879;2082,26001;3516,243896;2346,633057;2959,679932
816199,8125;5;8;4;4;4;244,0299988;0;133,9046936;548,991272;3076,513916;3220,25293;3344,669922
371099,5313;3;3;3;2;2;108,9700012;15;1098,254028;1852,722046;3164,159912;1719,286011;3405,52002
548150,1875;2;8;4;3;3;198,1600037;25;2195,61499;398,3615112;4685,283203;1478,04895;2766,199951
726017,125;4;8;4;4;4;211,7100067;32;2175,371094;1854,469971;1654,463989;1352,438965;3429,300049
105099,8906;4;9;3;2;1;65,55999756;27;992,2647705;1604,266968;992,3259888;2163,675049;1603,109985
278999,875;4;4;3;2;2;110,2300034;24;2600,773926;1500,619995;1498,167969;1337,421997;2531,070068
230699,5938;6;8;3;2;2;82,06999969;33;683,8317261;1121,527954;2557,98291;1334,781006;2811,01001
90000,25781;4;9;2;1;1;52,84000015;15;2258,125;1290,409058;447,2789917;5768,879883;1703,26001
284910;5;9;4;2;2;121,5999985;36;2244,763916;1416,428955;1907,927979;827,7681274;2343,01001
261594,7031;2;8;3;2;2;101,0100021;23;537,302124;2015,015991;522,9910278;2837,0979;2589,790039
2200001;4;2;4;4;5;349,7600098;39;900,5339966;2582,760986;1083,222046;3623,852051;6290,029785
114994,4531;3;12;2;2;1;61,61000061;24;4127,379883;1033,22998;2385,566895;2216,177002;1866,48999
4842511;2;7;5;5;8;735;35;1100,312012;3307,458984;1185,291992;3143,333984;6588,450195
1250000,5;3;10;4;4;7;266,3099976;20;1361,878052;577,5938721;3933,885986;2254,020996;4693,779785
334999,6563;4;10;4;3;3;123,6800003;18;2408,180908;1444,071045;455,2056885;4848,559082;2708,600098
104900,0078;2;10;2;1;1;52,72999954;26;1713,187012;144,3005981;129,7814026;6040,157227;1989,380005
380000,25;6;11;3;2;2;105;18;1711,203003;2052,458984;1726,464966;1631,368042;3619,050049
334999,9063;5;8;3;2;2;123,75;35;2252,827881;1987,624023;1786,928955;1277,817993;2707,070068
394900,25;6;10;4;2;2;122,8000031;36;3403,525879;1696,781982;909,8856201;4431,500977;3215,800049
187999,7344;3;10;3;2;2;91,37999725;26;2737,467041;418,2481079;2102,399902;4403,798828;2057,340088
321999,5938;7;12;3;2;2;104;24;2286,540039;1653,317993;1094,078003;3571,779053;3096,149902
127848,3594;4;10;2;1;1;52,91999817;36;710,0238037;756,6768799;2514,378906;1097,926025;2415,879883
195699,9531;2;11;3;2;2;90,33000183;19;2740,711914;1262,31897;643,2089844;4874,867188;2166,5
271020,125;2;9;4;2;2;132,6799927;24;3208,086914;1869,105957;2124,5;1302,246948;2042,660034
189440,1563;3;7;3;2;2;78;8;96,94129181;390,2612;1753,500977;2017,598999;2428,719971
267410,2813;6;12;3;2;2;105,7200012;36;2028,745972;362,9500122;416,3244934;1628,012939;2529,419922
91500,25;5;8;2;1;1;49,33000183;14;1779,192017;437,3887939;698,9310913;6881,13916;1854,859985
99899,79688;5;12;1;1;1;44,34000015;0;272,5217896;2720,544922;1116,099976;2301,037109;2253,040039
1129700,5;3;11;3;2;3;217,8500061;30;1078,203979;1858,755005;3065,832031;1460,817993;5185,680176
77832,96094;4;7;2;1;1;48;13;179,7353973;73,30748749;7284,298828;3506,149902;1621,52002
217987,6563;4;3;3;2;2;70,30000305;27;1051,420044;1557,784058;3775,593018;1820,547974;3100,820068
189000,0469;3;12;3;2;2;82,16000366;29;2296,093994;1335,407959;641,8942871;4718,189941;2300,389893
93700,25;3;5;2;1;1;56,00999832;19;4578,754883;520,645874;3201,319092;2474,739014;1672,920044
59500,08984;2;9;2;1;1;49,22000122;18;1137,198975;573,8187256;4214,130859;1133,61499;1208,859985
596000,3125;4;9;4;3;3;140,4299927;27;949,4459229;2182,355957;2805,25293;1942,959961;4244,109863
1271799,75;5;3;4;4;4;278,5400085;36;1003,262024;1901,718018;722,2158203;4310,98291;4565,950195
765050,9375;2;8;4;4;4;214,3300018;31;1726,862061;2045,751953;1735,379028;1635,354004;3569,5
509312,5938;2;11;4;3;3;157,5200043;24;913,9556885;285,0237122;852,0933228;4759,283203;3233,320068
191201,0313;5;9;3;2;2;82;30;810,5501709;1401,030029;759,6309204;2299,666016;2331,719971
487907,0938;2;5;4;3;3;169,5800018;37;931,2490234;1937,652954;3598,424072;2205,679932;2877,149902
240000;3;3;3;3;3;120;30;636,3530273;2635,425049;689,2973022;2766,25;2000
209999,7969;7;2;3;2;2;71,5;28;478,9796143;709,4567261;2532,980957;3905,756104;2937,060059
105000,0859;4;6;2;1;1;48,38000107;28;2313,60498;1454,89502;1847,942017;908,354187;2170,320068
75000,10156;2;4;2;2;1;55,18000031;3;873,555481;424,8475952;545,4146118;7269,992188;1359,189941
73440,21094;5;10;2;1;1;59,54000092;23;638,3939819;21,54305077;3184,929932;2321,385986;1233,459961
745000,9375;5;9;4;4;4;222;36;1305,18103;383,7943115;617,7796021;4541,580078;3355,860107
372470,375;3;10;4;3;3;124,5;35;376,6708069;466,8086853;4520,64502;734,5825195;2991,72998
119999,9688;8;2;3;1;1;69;18;332,4520874;615,3585815;1568,715942;638,8234253;1739,130005
531000,75;6;8;4;3;4;159,1499939;45;1692,67395;1156,463013;923,6715088;1416,113037;3336,47998
828001;2;11;4;4;4;275,6199951;30;1615,266968;1275,817993;2187,25708;3838,785889;3004,139893
230000,0938;4;9;3;2;2;110;11;2305,977051;1729,07605;1650,764038;1001,487;2090,909912
616995,9375;2;10;4;3;3;282,6600037;36;2627,246094;1362,927979;2934,656982;1706,843018;2182,820068
319000,375;4;6;1;1;2;81,73000336;30;755,8197021;1641,922974;688,7567749;1479,83606;3903,100098
410740;4;5;3;2;2;134,6000061;36;1402,397949;390,5650024;184,4125977;3757,462891;3051,560059
327100,4063;3;11;2;2;2;98,27999878;29;1714,781006;2331,551025;1677,344971;1816,261963;3328,25
159600,0469;2;8;3;2;2;85,15000153;11;389,8208923;725,572998;322,7275085;6650,12207;1874,339966
94799,76563;2;6;3;2;2;64,05000305;17;240,4598999;337,3432922;3728,200928;3620,405029;1480,089966
119650,0547;6;12;2;1;1;48,75;29;416,4500122;206,7532959;2436,615967;3991,298096;2454,360107
1590488,875;6;1;4;4;4;277,8699951;36;207,9349976;697,5905762;4134,448242;748,5385742;5723,859863
87499,9375;5;12;2;1;1;47,34000015;24;1718,421021;259,6455078;4795,145996;811,5770874;1848,329956
1034798,688;5;11;4;4;6;321,3999939;31;1826,25;1317,224976;894,6610107;6205,724121;3219,659912
379234,0625;7;7;1;1;1;98,52999878;14;1290,952026;892,0645752;509,2974854;2550,62793;3848,919922
326999,5;6;1;3;2;2;107;17;3012,649902;1531,172974;859,1746216;5149,87207;3056,070068
1269999,375;3;10;4;4;5;291,8699951;26;961,065979;2548,25708;2402,216064;2150,9729;4351,25
422624,0313;2;12;4;3;3;146,7200012;24;526,9473267;452,2184143;2671,51709;2929,583984;2880,47998
77000,07031;8;3;2;1;1;49;19;357,8529968;395,7062073;833,8756714;4886,441895;1571,430054
194699,8125;3;7;1;1;2;52,52999878;0;860,0653076;2512,012939;644,9780884;2982,931885;3706,449951
110000,1328;3;10;2;2;1;61,5;11;3790,312012;2087,662109;1434,968018;4124,775879;1788,619995
260000,3594;5;9;3;2;2;95,62000275;27;810,6494751;540,6431274;313,1463013;6355,688965;2719,100098
334991,9375;2;8;4;3;3;134;20;1237,817017;1703,921997;1236,197021;2083,448975;2499,939941
651999,8125;6;10;4;3;3;155,8600006;36;143,8856049;569,953186;2884,448975;3535,388916;4183,240234
115000,2031;5;9;2;2;1;60;28;2744,768066;819,7617798;4867,85791;2583,60498;1916,670044
97400;7;5;1;1;0;40;26;854,9373169;1428,630981;410,5744934;1089,192993;2435
1111100,75;4;11;4;4;5;252;30;720,8137817;382,707489;3303,934082;2834,344971;4409,129883
97900,25781;5;2;2;2;1;56,43999863;17;2115,343994;464,8218079;1122,485962;5786,029785;1734,589966
268362;7;12;3;2;1;87,69999695;36;489,4436951;586,4907227;1113,177002;2227,664063;3060
402999,7188;6;6;1;2;2;89,5;30;673,8483887;3264,342041;489,7430115;3582,775879;4502,790039
431000,2813;4;9;4;3;2;139,2700043;35;1411,713989;2680,11499;475,8286133;3491,604004;3094,709961
1012999,125;7;12;4;4;4;239,7200012;29;1951,511963;257,5787964;5076,955078;566,7570801;4225,759766
1023999,313;4;12;4;4;5;270;0;179,9880981;589,9735107;2551,191895;3593,154053;3792,590088
263000,4063;8;2;3;2;2;92;30;3666,762939;1551,261963;2399,268066;3425,520996;2858,699951
323100,3438;7;12;3;2;2;107,0999985;33;342,0892029;465,2416077;2464,635986;647,5651855;3016,810059
207899,625;3;5;3;2;2;92,15000153;24;2828,355957;1557,223022;1341,046997;4091,093994;2256,100098
1006699,625;5;7;4;4;5;267,730011;29;1490,640015;720,546875;596,7238159;2981,01001;3760,129883
943247,1875;2;7;4;4;4;245,0399933;18;983,4260254;1360,374023;1412,894043;1353,256958;3849,360107
162000,1094;6;12;2;2;1;57,09999847;1;192,0182037;662,468689;135,1139984;6462,380859;2837,129883
82400,05469;5;12;2;1;1;50,09000015;27;915,1079712;287,614502;8353,933594;6781,875977;1645,040039
777011,0625;6;11;4;4;4;224,3000031;32;2100,788086;576,0571899;3765,490967;928,8673706;3464,159912
165799,75;2;8;3;2;2;80,31999969;0;2138,906982;422,588501;2197,721924;1916,250977;2064,23999
340399,7813;6;11;4;2;2;130;28;469,9024048;1213,948975;825,5432129;1001,065979;2618,459961
433400,3438;3;5;4;3;3;172,6000061;37;3484,36499;2184,875;2318,770996;786,6087036;2511,01001
677879,25;7;9;4;3;3;161;32;973,7512817;258,6348877;3558,261963;2582,531006;4210,430176
115900,0078;2;4;1;1;1;43,90999985;13;1199,722046;1480,390991;4002,447998;1752,645996;2639,48999
526000,75;3;9;3;3;4;154,9700012;24;1112,328003;436,6593933;4378,547852;884,6616211;3394,209961
343640,125;6;10;3;2;3;122,4400024;36;2728,711914;271,1496887;4318,979004;196,3912964;2806,600098
449900,5313;3;9;4;2;2;116,8499985;32;1710,682983;784,9060059;5374,108887;949,9121094;3850,23999
97999,77344;4;7;2;1;1;46;32;2951,884033;842,6090698;4081,345947;1823,347046;2130,429932
84500,0625;6;4;2;1;1;45,90000153;14;623,7094727;563,4857788;2252,594971;3124,379883;1840,959961
73999,75;4;11;2;1;1;55;25;1057,387939;421,2861023;2974,986084;861,1704102;1345,449951
390299,875;6;11;4;3;2;115,7600021;30;1623,052002;2139,220947;1574,915039;1825,225952;3371,629883
613599,875;3;6;2;2;2;173;36;986,9788208;1974,750977;3598,310059;2239,879883;3546,820068
1093289,875;3;11;4;4;4;250,3399963;29;1084,612061;2164,293945;1215,140991;1350,384033;4367,220215
150000,125;3;10;3;2;2;68,75;36;647,6439819;595,2855835;806,9951782;980,6132202;2181,820068
420000,6875;2;3;3;3;3;151,1799927;21;2493,865967;930,5031128;238,0391998;5420,918945;2778,149902
439000,0313;4;3;3;3;3;166,9499969;20;339,6398926;2408,371094;776,5933228;2814,688965;2629,530029
1479000,125;2;9;2;2;4;277,8900146;30;1033,046997;1704,003052;3459,342041;1771,524048;5322,25
427919,5313;6;12;4;3;2;148,7799988;28;586,293396;521,4865723;4612,312012;590,1774902;2876,189941
336300,0313;4;7;3;2;2;98,94000244;31;788,5872192;471,4122925;1155,026978;4590,789063;3399,030029
93000;7;3;2;1;1;48;23;3689,501953;187,7527008;3146,768066;6944,755859;1937,5
153900,3125;5;5;3;2;2;71;0;1944,607056;1549,276978;794,8671875;5237,229004;2167,610107
386999,5938;7;7;4;3;3;115,6500015;29;3159,343018;1715,712036;2039,884033;1664,245972;3346,300049
1680524,75;2;5;4;4;5;315,1499939;30;842,6370239;2749,031006;1022,091003;3580,035889;5332,459961
346609,5313;4;7;3;2;2;113,2399979;35;47,65427017;716,0083008;1457,838013;1342,046021;3060,840088
94999,85156;4;1;2;1;1;55;18;1663,729004;269,0245056;832,472229;6372,240234;1727,27002
446716,25;3;9;4;3;3;125;23;1561,817017;981,4365845;427,362915;4886,086914;3573,72998
56903,82422;3;3;2;1;1;43,65999985;18;2048,714111;667,637085;5766,104004;2756,427002;1303,339966
387514,2813;3;10;4;2;3;135,6799927;26;2161,957031;2010,610962;1786,182007;1381,339966;2856,090088
1426001,125;7;10;4;4;4;269,8699951;30;927,5015869;1987,291992;3415,681885;2457,354004;5284,029785
1068000,75;7;12;4;4;4;233,3000031;32;941,1276855;110,3310013;3501,918945;2637,523926;4577,799805
236179,75;7;12;3;2;2;85,69999695;36;148,6562958;549,5725708;3378,822021;3589,498047;2755,889893
283999,7813;2;6;4;3;2;140,0200043;34;566,484375;1261,369019;1354,098999;1608,803955;2028,280029
882799,5;7;9;4;4;4;201,2899933;29;3323,35791;1272,937988;1459,70105;5098,577148;4385,709961
268700,3438;3;8;3;2;2;112;37;653,1124268;127,9091034;2209,25293;4739,828125;2399,110107
656000,75;2;6;4;4;5;185;0;784,4205933;341,2759094;3367,554932;2770,913086;3545,949951
145799,8594;3;9;1;1;1;37,50999832;30;381,4367981;2083,789063;988,7855225;2026,261963;3886,959961
146599,9375;7;9;2;1;1;52,5;34;2893,343994;2360,912109;2286,922119;2338,387939;2792,379883
68129,875;6;3;2;1;1;52;5;2059,146973;168,8092957;2650,326904;7382,041016;1310,189941
2181200;7;10;4;4;5;300,7099915;50;1891,793945;1801,694946;1762,634033;1788,409058;7253,5
439000,2188;4;6;3;3;3;147,7200012;36;1705,333984;1524,177979;280,2896118;569,9865723;2971,840088
75599,89063;2;11;1;1;1;35,43999863;29;1280,651001;776,882019;4325,817871;1124,779053;2133,179932
734000,125;2;10;4;3;4;190,8699951;37;936,8751221;2830,410889;1174,256958;3389,091064;3845,550049
126899,9453;2;10;2;2;1;57,66999817;26;1987,256958;2087,875;1759,352051;1601,767944;2200,449951
188850,3125;7;10;2;2;1;71,75;33;1038,718994;759,4647827;2797,614014;1320,453003;2632,060059
114339,9297;7;9;2;1;1;47,77999878;18;2017,286987;1816,045044;398,6304016;1539,927002;2393,050049
80000,23438;3;12;2;1;1;51,81999969;18;3958,943115;1757,88501;2536,541992;3614,679932;1543,810059
531234,25;7;9;4;3;3;176,8899994;35;872,7296753;485,8916931;1490,347046;2542,863037;3003,189941
696000,8125;8;3;4;3;3;165,1600037;27;2139,384033;238,0478973;5022,625;774,0269165;4214,100098
233999,8906;4;10;3;2;2;88,72000122;36;1548,649048;1307,880005;582,314209;971,0352783;2637,51001
106300,2266;2;5;2;1;2;61,86000061;3;956,517395;497,9706116;2994,565918;4214,299805;1718,400024
4357501;6;8;4;4;7;462;36;199,1045074;1069,561035;3657,13208;478,5232849;9431,820313
82999,79688;4;8;2;1;1;60;0;1705,890991;86,49153137;2104,237061;6916,151855;1383,329956
1633700,125;4;3;4;4;4;262,8699951;26;418,3927002;829,6392212;4114,50293;958,1298218;6214,859863
165000,2344;2;12;2;2;2;72;24;940,4182739;221,8764954;914,59552;4848,270996;2291,669922
419099,6563;6;3;4;3;3;172,3300018;31;396,0343933;791,1917114;1851,973999;2466,886963;2431,959961
68500,03906;2;7;2;1;1;48,25;14;310,6250916;574,9047241;5208,803223;233,9658051;1419,689941
799999,125;4;7;4;3;4;223;30;690,7224731;295,6570129;3147,169922;3021,218018;3587,439941
149999,6094;2;7;3;2;2;82,69999695;24;2801,416992;1258,227051;544,998291;4869,440918;1813,780029
3897698,25;6;8;4;4;5;655,8800049;33;154,7003937;1174,475952;4984,515137;1103,06897;5942,700195
319719,4063;3;1;4;3;3;134,1999969;20;216,2678986;1302,063965;1857,301025;1028,983032;2382,409912
64400,22656;2;5;2;1;1;49,22999954;0;1825,18103;424,8299866;597,3798828;2767,681885;1308,150024
214299,7969;4;10;3;2;2;76,45999908;26;2893,488037;2005,078003;1970,172974;829,1143799;2802,77002
215130,2969;8;2;3;2;1;82,34999847;34;1829,748047;421,0321045;5961,312988;988,2391968;2612,389893
876286,125;2;11;4;4;4;260,1900024;30;1349,917969;559,1013794;926,057373;1589,021973;3367,870117
332882,3438;3;5;4;3;2;130,7400055;24;689,8643188;946,9229126;2586,750977;993,0285034;2546,139893
429000,6875;4;8;4;3;3;134,1000061;28;2001,635986;1154,729004;667,2545166;5040,198242;3199,110107
312559,6875;7;6;3;2;2;107,3099976;25;59,53887177;845,8295898;6977,403809;2908,836914;2912,679932
492799,9688;2;3;4;3;3;167,1499939;21;1585,801025;2010,446045;671,0278931;750,9882202;2948,25
2569999,25;3;4;4;4;5;401,9700012;36;272,0545044;1651,822998;3015,878906;2725,793945;6393,509766
231999,7344;5;10;3;2;2;83,5;30;3354,97998;2193,519043;2468,989014;659,0836182;2778,439941
1083499,5;2;11;4;4;4;231,1499939;30;751,2966919;1961,36499;3299,101074;2053,439941;4687,430176
338000;7;7;3;3;2;100;31;547,6577148;1834,399048;452,4169922;3405,429932;3380
610999,1875;6;6;4;3;3;169;26;1634,115967;813,5072021;3898,7771;1704,833984;3615,379883
1862999,125;2;4;4;4;6;337,1700134;36;307,9562073;716,034729;4168,680176;855,6307983;5525,399902
194000,2344;5;11;3;2;2;85,36000061;7;2883,635986;781,3325195;2657,416016;2542,823975;2272,72998
94399,96094;3;9;2;2;1;55,08000183;21;656,6052856;396,7155151;1454,588013;2544,225098;1713,869995
166999,7813;4;2;2;1;1;54,31999969;32;870,6801147;1718,93396;130,1248016;3696,928955;3074,370117
118999,7813;3;9;2;2;1;58,41999817;30;1727,046021;1263,186035;741,1027222;1139,134033;2036,969971
142999,9844;3;12;2;1;1;48,56000137;30;343,8002014;2134,991943;392,9556885;3088,073975;2944,810059
2427000;4;3;4;4;6;351;23;296,9552917;1631,098022;1426,495972;3809,135986;6914,529785
321729,625;5;7;4;2;2;101,9700012;28;1433,353027;883,2999268;4046,51001;1372,53894;3155,139893
97000,03906;3;4;1;1;1;28,5;31;908,9174194;1944,295044;867,0463257;2476,427002;3403,51001
529999,9375;4;3;4;3;3;155,3300018;8;1600,848022;1895,109009;1575,738037;1795,259033;3412,090088
159999,9531;3;5;3;2;2;95;30;1315,954956;849,1066895;3490,570068;3408,371094;1684,209961
149000,0156;3;1;3;2;2;73,41999817;28;1217,675049;612,6765747;495,5147095;5990,35498;2029,420044
225450,0156;2;11;4;3;3;113,4100037;42;1687,175049;1220,404053;723,4622803;1173,869019;1987,920044
80000,25;7;4;2;1;1;55;2;1138,797974;442,000885;2374,230957;217,4049988;1454,550049
84999,96094;7;7;2;1;1;43,83000183;17;531,5244141;452,2504883;4183,599121;4455,562012;1939,310059
78700,17188;3;7;2;1;1;52,11000061;18;2359,758057;519,1486206;711,8759766;2019,029053;1510,27002
71999,92969;5;1;2;1;1;47,34999847;17;135,4111023;141,9550018;6552,891113;982,0009155;1520,589966
119999,7969;5;12;2;2;1;60,66999817;30;920,6467896;601,8192749;2672,861084;2646,914063;1977,910034
258427,8906;7;12;3;2;2;95,84999847;36;996,1049194;132,9002075;732,7230225;2699,126953;2696,169922
671723,125;2;9;4;4;4;260,1400146;33;381,4313049;593,7617798;1364,957031;2231,069092;2582,159912
112110,2031;2;3;3;2;1;75,08000183;26;693,8845215;943,2520142;4657,85791;1524,668945;1493,209961
217000,4375;5;10;3;2;1;105,7099991;35;2393,524902;1749,255981;2829,157959;2300,979004;2052,790039
74900,02344;2;12;2;1;1;47,59999847;30;3885,102051;785,402771;3422,177002;3497,137939;1573,530029
3023698,5;7;3;4;4;5;367,230011;33;177,8493958;654,2368774;4169,486816;730,7155151;8233,799805
67999,79688;3;8;3;1;1;70,59999847;0;81,19212341;272,7381897;7017,574219;7192,631836;963,1699829
289840,0938;2;11;4;3;3;142,0200043;31;574,8256226;646,0841064;3073,230957;3743,376953;2040,839966
173810,3281;7;1;3;2;1;69,19999695;29;2341,241943;1405,680054;1025,918945;3701,665039;2511,709961
93600,23438;5;12;2;1;1;54,59999847;22;2640,040039;578,5983887;3159,846924;4214,051758;1714,290039
148900,2813;5;5;3;2;2;73;12;1834,155029;639,7487183;1091,090942;5735,96582;2039,72998
353929,4688;7;9;4;2;2;125,5999985;36;1243,98999;958,3295288;1264,129028;3187,592041;2817,909912
132000,0469;3;1;2;2;2;66,87000275;29;1420,156982;1793,514038;500,3757019;521,4348755;1973,97998
256511,7344;3;4;3;3;3;114,1299973;32;696,7846069;379,6019897;2014,83606;2841,302979;2247,540039
477600,5938;7;4;4;3;3;139,7400055;30;1584,052002;809,6677246;3945,063965;1498,126953;3417,780029
83790,125;2;4;1;1;1;38,84999847;30;1951,015015;1259,748047;1085,666992;1739,358032;2156,76001
144511,0938;5;10;3;2;2;65,66000366;14;345,4942932;365,053894;2982,388916;4235,429199;2200,899902
355400,3125;7;9;3;2;3;105,8700027;20;304,042511;1202,541992;5138,665039;1887,255981;3356,949951
140000,1563;2;7;3;2;2;65,44999695;26;379,0082092;2680,154053;1345,735962;2242,886963;2139,040039
68000,03906;4;1;2;1;1;54;14;936,0977783;611,027771;5915,884766;4788,493164;1259,26001
760999,75;3;7;4;3;4;205,0399933;29;1109,008057;2259,718994;414,5552979;4258,041992;3711,469971
1165999,5;3;11;4;3;3;226;29;656,1212158;2027,31897;3413,479004;2337,446045;5159,290039
358963,75;8;2;4;3;2;126,1699982;29;2481,434082;1278,561035;704,8165283;1827,734009;2845,080078
2401998,75;5;3;4;4;4;280,8800049;36;151,222702;1592,728027;2936,701904;2804,672119;8551,69043
98999,83594;2;9;2;1;1;57,02000046;13;1304,890015;357,425415;358,565094;6082,490234;1736,22998
178154,0625;4;10;3;2;2;92,81999969;36;87,43811035;921,2368774;1084,482056;1060,854004;1919,349976
85789,92188;5;8;2;1;1;48,81999969;13;569,2033081;101,2371979;7541,956055;2116,425049;1757,27002
361781,6875;3;4;3;3;3;129,0399933;30;1271,782959;232,445694;5230,013184;688,1798096;2803,639893
1220999,125;4;9;4;4;4;233;27;495,5315857;3671,365967;675,6849976;3732,603027;5240,339844
478499,5938;6;5;4;3;2;143,0800018;37;641,3114014;848,3931274;2531,106934;902,9318237;3344,280029
325999,5;2;10;4;3;2;124,5;34;1799,776978;782,1090698;4073,154053;1669,746948;2618,469971
115000,0469;7;7;2;1;1;49,90000153;23;3610,075928;544,6779175;3062,980957;3436,916016;2304,610107
1240400,375;4;5;4;4;4;263,9200134;36;2566,201904;1246,427002;3353,524902;1158,833008;4699,910156
93999,83594;5;7;2;1;1;53,29000092;24;1143,146973;651,8270874;1289,381958;649,628479;1763,930054
170000,375;3;6;3;2;2;81;21;162,4353943;266,5412903;2097,677002;4316,144043;2098,77002
199356,7188;2;9;4;2;2;102,0500031;26;1290,967041;622,7194824;982,4000244;1456,078979;1953,52002
110239,3672;5;4;2;1;1;58,15999985;32;1893,942993;622,2211304;691,8701172;1289,975952;1895,449951
189999,8125;7;10;2;2;1;63;0;394,0481873;739,3637085;458,5134888;6284,266113;3015,870117
71499,89844;2;9;1;1;1;32,38000107;17;265,4645996;701,2636719;2095,166992;2353,518066;2208,149902
468659,1875;3;5;4;3;3;168,0299988;30;2092,318115;739,0095825;3985,184082;513,2368774;2789,139893
316789,9063;3;11;3;2;2;107,0199966;27;346,0510864;3354,10498;521,4691162;3112,113037;2960,100098
48499,87109;4;3;2;1;1;51,59999847;15;847,9481812;529,4495239;16578,66992;4738,972168;939,9199829
444164,1563;7;8;4;3;2;138,1000061;30;1628,912964;1248,696045;3496,23999;736,0988159;3216,25
648700,4375;7;9;3;3;3;141,75;36;393,3106995;508,865387;1347,079956;4459,992188;4576,370117
281600,1875;7;6;2;2;1;71;27;1236,980957;1763,631958;578,3757935;4308,528809;3966,199951
69099,98438;2;4;1;1;1;40,86000061;26;1012,64801;1877,281006;343,1014099;343,1577148;1691,140015
58999,94141;4;2;2;1;1;38;10;425,8775024;237,3540039;6578,755859;913,1019897;1552,630005
486000,2188;2;7;2;2;2;121,7099991;5;1084,104004;1208,10498;1252,42395;1461,938965;3993,100098
1081300,125;3;9;4;4;4;270,8599854;36;1217,875;2470,676025;1132,920044;2511,908936;3992,100098
461595,0938;5;10;4;3;2;150,6300049;38;754,5839844;857,8436279;4699,24707;703,5908813;3064,429932
242029,7031;7;4;3;2;2;72,13999939;36;323,4943848;1220,465942;1956,093994;920,8823242;3355
538527,875;4;10;4;4;3;169,0299988;36;1301,610962;347,8009949;1080,426025;4762,813965;3185,98999
67999,85156;3;3;2;1;1;44,68999863;12;447,1658936;1277,095947;727,0496216;704,237915;1521,589966
241560,0469;2;3;2;2;1;71,41000366;23;100,3554993;3659,711914;224,6313934;3529,698975;3382,719971
83999,99219;2;6;2;1;1;56,22000122;0;1617,972046;233,603302;888,020813;6315,803223;1494,130005
64999,90625;3;10;2;1;1;47,06999969;18;2439,624023;969,5966187;4919,295898;1658,420044;1380,920044
72192,03125;5;11;2;1;1;46,02000046;27;871,1824951;78,38934326;1473,172974;6582,64209;1568,709961
131109,7813;2;3;2;2;1;69,40000153;25;612,144104;759,1790161;2485,604004;811,6231079;1889,189941
450000;3;12;4;2;3;120;3;1813,129028;129,0115967;441,2874146;2064,227051;3750
